field0001,field0002,field0003,field0004,field0005,field0006,field0007,field0008,field0009,field0010,field0011,field0012,field0013,field0014,field0015,field0016,field0017,field0018,field0019,field0020,field0021,field0022,field0023,field0024,field0025,field0026,field0027,field0028,field0029,field0030,field0031,field0032,field0033,field0034,field0035,field0036,field0061,field0062,field0063,field0064,field0065,field0066,field0067,field0068,field0069,field0070,field0071,field0072,field0073,field0074,field0075,field0076,field0077,field0078,field0079,field0080,field0084,field0085,field0086,field0087,field0088,field0089,field0090,field0091,field0092,field0093,field0094,field0095,field0096,field0097,field0098,field0099,field0100,field0101,field0102,field0103,field0104,field0105,field0106,field0107,field0108,field0109,field0110,field0111,field0112,field0113,field0114,field0115,field0116,field0117,field0118,field0119,field0120,field0121,field0122,field0123,field0124,field0125,field0126,field0127,field0128,field0129,field0130,field0131,field0132,field0133,field0134,field0135,field0136,field0137,field0138,field0139,field0140,field0141,field0142,field0143,field0144,field0145,field0146,field0147,field0148,field0149,field0150,field0151,field0152,field0153,field0154,field0155,field0156,field0157,field0158,field0159,field0160,field0161,field0162,field0163,field0164,field0165,field0166,field0167,field0168,field0169,field0170,field0171,field0172,field0173,field0174,field0175,field0176,field0177,field0178,field0179,field0180,field0181,field0182,field0183,field0184,field0185,field0186,field0187,field0188,field0189,field0190,field0191,field0192,field0193,field0194,field0195,field0196,field0197,field0198,field0199,field0200,field0201,field0202,field0203,field0204,field0205,field0206,field0207,field0208,field0209,field0210,field0211,field0212,field0213,field0214,field0215,field0216,field0217,field0218,field0219,field0220,field0221,field0222,field0223,field0224,field0225,field0226,field0227,field0228,field0229,field0230,field0231,field0232,field0233,field0234,field0235,field0236,field0237,field0238,field0239,field0240,field0241,field0242,field0243,field0244,field0245,field0246,field0247,field0248,field0249,field0250
162749,420748,17340,Kentucky Region,ARC,ARC Managed,,Marshall County High School,General,,NO,,,0,350,,Closed,P,86 High School Road,,,BENTON,KY,MARSHALL,42025,,Marshall County Schools,NO,88 Bill Wood Lane,,BENTON,KY,42025,2705271452,,,4,,-88.3376813,36.9156047,,NO,NO,,,,YES,,6/24/13,06/24/2013 00:00:00 MDT,NO,,Either,Board of Education,,Linda,NO,,,DPM,,Darlene Lynn,06/24/2013 00:00:00 MDT,Dawn Carty,02/13/2017 00:00:00 MST,,,YES,3,06/24/2013 06:00:01 MDT,06/24/2013 06:01:01 MDT,,,This facility can only be used if school is not in session.,,Superintentendent,NO,YES,NO,NO,NO,NO,NO,NO,,NO,,,,,YES,YES,YES,,YES,,YES,73,NO,,,39,3,,,,,,Trent,Lovett,,2705278628,,NO,YES,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,,350,,,,YES,YES,YES,YES,,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO,,,,,,,f,,,,1,1,YES,NO,Shelter Workers use only,NO,YES,,,,,,,,,,,,,Dawn Carty,Kentucky Region,02/13/2017 09:12:54 MST,Dawn Carty,Kentucky Region,02/13/2017 09:47:22 MST
162750,420748,17340,Kentucky Region,ARC,ARC Managed,,South Marshall Middle School,General,,NO,,,0,350,,Closed,P,85 Sid Darnall Road,,,BENTON,KY,MARSHALL,42025,,,NO,88 Bill Wood Lane,,BENTON,KY,42025,,,,4,,-88.3311607,36.7982308,,NO,NO,,,,,,6/20/13,06/20/2013 00:00:00 MDT,NO,,Either,Board of Education,,Linda,NO,,,DPM,,Darlene Lynn,06/20/2013 00:00:00 MDT,Dawn Carty,02/13/2017 00:00:00 MST,,,YES,1,,,,,It can not be used while school is in session.,270-527-8628,Maintenance Supervisor,NO,YES,NO,NO,YES,NO,NO,NO,,NO,,,,,YES,YES,YES,,YES,,YES,7,NO,,,20,,,,,,,Ricky,Jones,,2707058313,,,NO,,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,,,300,,,NO,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,,,,,,,f,,,,2,2,YES,NO,,,,,,YES,NO,NO,NO,,,,,,,Dawn Carty,Kentucky Region,02/13/2017 09:49:56 MST,Dawn Carty,Kentucky Region,02/27/2017 11:20:51 MST
162752,420748,17340,Kentucky Region,ARC,ARC Managed,,Pathway Baptist Church,General,,NO,,7200,360,180,,Closed,B,229 West 5th Avenue,,,CALVERT CITY,KY,MARSHALL,42029,,,NO,PO Box 711,,CALVERT CITY,KY,42029,2703955683,,2709097014,4,,-88.3571171,37.0274947,342 feet,NO,NO,NO,,,YES,,1/17/19,01/17/2019 00:00:00 MST,NO,,,,,,NO,,,,,Debi Stevenson,01/17/2019 00:00:00 MST,Ari Denson,02/07/2019 00:00:00 MST,,,YES,1,,,,,The only area of the building we are restricted from using is the Education building where a children's Preschool is held.,,,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,YES,,YES,,,,NO,,,,,,,,,,,,,,,,,NO,NO,,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,,,,,Area usually reserved for seating would be used as the shelter area during a disaster. Depending on shelter population this area could be divided.,YES,YES,YES,YES,,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,,2,,,,,,,,,,,,,,NO,YES,,NO,NO,NO,NO,NO,,,,,,,Dawn Carty,Kentucky Region,02/13/2017 10:57:48 MST,Ari Denson,Kentucky Region,02/07/2019 14:12:50 MST
162774,420748,17340,Kentucky Region,ARC,ARC Managed,,Fulton City High School,General,,NO,,,300,150,,Closed,B,700 Stephen Beale Drive,,,CAYCE,KY,FULTON,42041,,,NO,700 Stephen Beale Drive,,CAYCE,KY,42041,2704721741,,2704726135,4,,-88.8903057,36.5095813,,NO,,NO,,,,,,,NO,,Either,,,Linda,NO,,,DPM,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,1,,,,,,,,,,,Tamara,Smith,,2704726135,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dawn Carty,Kentucky Region,02/16/2017 09:28:05 MST,Dawn Carty,Kentucky Region,02/26/2017 17:24:04 MST
162775,420748,17340,Kentucky Region,ARC,ARC Managed,,Fulton County High School,General,,NO,,,300,150,,Closed,B,2740 Moscow Avenue,,,FULTON,KY,FULTON,42041,,,YES,2740 Moscow Avenue,,FULTON,KY,42041,2702363923,,2702369004,4,,-89.1583353,36.5679381,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dawn Carty,Kentucky Region,02/16/2017 09:35:22 MST,Dawn Carty,Kentucky Region,02/26/2017 17:27:52 MST
162776,420748,17340,Kentucky Region,ARC,ARC Managed,,Fultpn County Elementary School,General,,NO,,,300,150,,Closed,B,2750 Moscow Avenue,,,HICKMAN,KY,FULTON,42050,,,YES,2750 Moscow Avenue,,HICKMAN,KY,42050,2702363923,,2702362184,4,,-89.1583353,36.5679381,,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dawn Carty,Kentucky Region,02/16/2017 09:43:37 MST,Dawn Carty,Kentucky Region,02/26/2017 17:28:56 MST
162867,420748,17340,Kentucky Region,ARC,ARC Managed,,Vanceburg Fire Department,General,,NO,,2000,100,50,,Closed,B,"415 Clarksburg Rd Vanceburg, KY",,,VANCEBURG,KY,CARTER,41179,,,YES,"415 Clarksburg Rd Vanceburg, KY",,VANCEBURG,KY,41179,,,,4,,-83.332092,38.598528,,NO,NO,,,Mapped 3/2/17 MAS NSS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shaun Tarkington,Kentucky Region,03/01/2017 17:40:13 MST,Shaun Tarkington,National Headquarters (Do not affiliate with Shelters),03/03/2017 13:58:16 MST
162868,420748,17340,Kentucky Region,ARC,ARC Managed,,Butler Community Center,General,,NO,,2000,100,50,,Closed,B,110 E Mill Str,,,BUTLER,KY,PENDLETON,41006,,,YES,110 E Mill Str,,BUTLER,KY,41006,8594725015,,,4,,-84.3697436,38.78902,,NO,NO,,,Mapped 3/2/17 MAS NSS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,NO,,,,,,,,,,,NO,,,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shaun Tarkington,Kentucky Region,03/01/2017 18:13:01 MST,John Davies,Kentucky Region,09/15/2017 08:22:38 MDT
163005,420748,17340,Kentucky Region,ARC,ARC Managed,,Harlan Baptist Church,General,Church,NO,,8800,440,220,Senior Pastor,Closed,B,102 West Mound Street,,,HARLAN,KY,HARLAN,40831,,Harlan,NO,102 W. Mound Street,,HARLAN,KY,40831,6065734904,,6065734909,4,,,,1180 feet,,,NO,421 turn on West Mound St. and go 75 yards. Church sits on left.,Location of agreement are in the office    Harlan Co. Vet will assist if pets are involved. 606-573-9662  Shelter will be 3 miles away    Church Hours-8:30am-4:30pm  ,,,2/14/18,03/06/2019 00:00:00 MST,,,Either,,Senior Pastor/ ARC Volunteers,David,,,,ARC Volunteer,YES,J.J Gilbert/ David Silver,02/14/2018 00:00:00 MST,Roger Colyer,08/29/2018 00:00:00 MDT,J.J.  Gilbert/ David Silver,02/14/2018 00:00:00 MST,,1,,,,,Sunday evening church services    AED is in the church office on first floor.,,Senior Pastor,NO,YES,NO,NO,YES,NO,NO,NO,1,,,YES,NO,NO,,NO,YES,,YES,Harlan City Fire Department,,4,,,,6,2,,,,,,Josh,Haywood,Harlan Baptist Church,6062731551,,,,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,,100,,200,100 meals can be served    2 freezers in basement.,YES,YES,YES,YES,,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,Showers would need to be made Handicap accessible..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There is only 1 handicap bathroom.,,0,,0,,,Red Cross would need to provide cots and blankets.,,NEED COTS & BLANKETS. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250 TABLES AND 25 TABLES AVAILABLE,,,,,,YES,,YES,NO,NO,NO,NO,NO,,,,,,Red Cross personnel and church personnel.,Roger Colyer,Kentucky Region,03/24/2017 00:49:07 MDT,John Davies,Kentucky Region,03/08/2019 09:09:05 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163051,420748,17340,Kentucky Region,ARC,ARC Managed,,First Baptist Church,General,,NO,,25004,1250,625,,Closed,B,103 Wilkerson Street,,,LOYALL,KY,HARLAN,40854,6,,NO,P.O. Box 220,,LOYALL,KY,40854,6065732710,,,4,,-83.3516984,36.8538565,,,YES,YES,"Turn right from 421 at Loyall cutoff, drive on main road until red light, turn right until cross the bridge turn right at church.",AED located by the office and under sound booth.    No elevator,,,11/5/16,03/06/2019 00:00:00 MST,,,Either,Location of copies in office,,Robert,,Church sits right outside of town,,Senior Pastor,,David Heinz,11/05/2016 00:00:00 MDT,Roger Colyer,03/28/2017 00:00:00 MDT,David and Marcie Heinz,11/05/2017 00:00:00 MDT,,1,,,,,Church services on Sunday Morning,,Senior Pastor,YES,YES,NO,NO,YES,YES,NO,NO,3,NO,,YES,NO,,,,,,,Working smoke detectors,,,,,,8,3,,,,,,Robert,Whitter,First Baptist CHurch,6069092563,,,NO,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,,200,,200,,YES,YES,YES,YES,,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,"Wheel chair ramp is only 4"" thick with little to no braces under it. Needs to be braced with wood.",,,,,,,,,150 Chairs,,,,,,,,,,,,,,,,,,,,,,,,,
50 Tables,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,Roger Colyer,Kentucky Region,03/28/2017 18:55:43 MDT,John Davies,Kentucky Region,03/08/2019 09:14:33 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163053,420748,17340,Kentucky Region,ARC,ARC Managed,,Veterans of Foreign Wars Post 5171,General,,NO,,10000,500,250,,Closed,B,1517 E. Main Street,,,CUMBERLAND,KY,HARLAN,40823,,,NO,1517 East Main Street,,CUMBERLAND,KY,40823,6065894220,,6065892107,4,,-82.9813072,36.9750377,,NO,,,"Harlan 119 to Cumberland,turn right 160 and turn on main street. Blue building on right beside Police Station. American Flag & POW flag on building.",Both buildings can be opened in case of overflow.,,,11/18/16,02/04/2019 00:00:00 MST,,,Either,,Commander/ARC Volunteer,Amanda,NO,,,ARC Volunteer,,Jerry Gilbert/ John Dixon,11/18/2016 00:00:00 MST,Roger Colyer,11/18/2016 00:00:00 MST,Jerry Gilbert/ John Dixon,11/18/2016 00:00:00 MST,NO,1,,,,,Bar area will be be closed   Will not be using the upstairs.,,ARC Volunteer,YES,YES,NO,NO,YES,YES,NO,NO,2,,,YES,NO,NO,,,YES,,YES,Right next door    No AED on site,,,,,,4,2,,,,,,Jerry,Gilbert,ARC Volunteer,6065057794,,,YES,Commander approved,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,50,100,,150,,YES,YES,YES,YES,ACROSS THE STREET,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO,Grab bars on restrooms hot water turned on. (Easy Fix),,,,,,f,100 Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 Tables,,,,,,,,NO,,YES,NO,YES,NO,NO,YES,VFW Auxilary,,,,YES,"ARC Volunteers,VFW Auxilary, Shelter Manager, Shelter Supervisor, Food Service.",Roger Colyer,Kentucky Region,03/28/2017 20:42:09 MDT,John Davies,Kentucky Region,02/06/2019 09:16:40 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163194,420748,17340,Kentucky Region,ARC,ARC Managed,,Northern Middle School,General,School,NO,,44212,2210,1105,,Closed,B,650 Oak Leaf Lane,,,SOMERSET,KY,PULASKI,42503,,Pulaski County,NO,650 Oak Leaf Lane,,SOMERSET,KY,42503,6066785230,,6066782729,4,1000,-84.6071271,37.1178042,,NO,NO,NO,Traveling from East Highway 80 1.7 miles turn right on Crab Orchard Road or HWY 39 then take a left to Oak Leaf Lane at First Christian Church.,This school has its own weather station.,YES,YES,7/19/18,07/19/2018 00:00:00 MDT,NO,,Either,Elevator is located in center of school,,Roger,NO,AED located outside gym door in lobby.,,ARC Volunteer,NO,Roger Colyer/ Kevin Mounce,07/19/2018 00:00:00 MDT,Roger Colyer,07/19/2018 00:00:00 MDT,Roger Colyer,07/19/2018 00:00:00 MDT,YES,,,,,,,,Principal,NO,YES,NO,NO,NO,NO,NO,NO,2,NO,,YES,NO,NO,YES,YES,YES,,YES,,NO,1,,0,0,30,6,,,,,,Shelly,Hargis,Northern Middle School,6066785230,,NO,YES,,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,,300,,300,,NO,YES,YES,YES,,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,,40,0,,0,,,,,Classrooms and Gym are available,3,3,,,,NO,YES,YES,NO,YES,YES,NO,NO,,,,,,Red Cross will train as needed,Roger Colyer,Kentucky Region,04/19/2017 11:03:48 MDT,Roger Colyer,Kentucky Region,07/30/2018 09:31:28 MDT
163263,420748,17340,Kentucky Region,ARC,ARC Managed,,Hemphill Community Center,General,,NO,,2500,125,62,,Closed,B,2514 State Hwy 317,,,JACKHORN,KY,LETCHER,41825,7,Letcher,NO,Same as Above,,,,,,,,4,,-82.7068858,37.2110512,,NO,NO,,,,,,12/28/16,11/18/2016 00:00:00 MST,NO,,Either,,,,NO,,,,,Trissia Scott,12/28/2016 00:00:00 MST,Emerson Varney,04/26/2017 00:00:00 MDT,,,NO,1,,,,,Can be used at any time.  No restrictions,,,NO,YES,NO,NO,NO,NO,NO,NO,2,,,YES,NO,NO,YES,YES,YES,,YES,,YES,2,,,,4,,,,,,,,,,,,NO,NO,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,,110,,,,YES,YES,YES,YES,,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,0,,20,,,,,,0,0,,,,YES,,,,,,,,,,,,,,boyd varney,Kentucky Region,04/26/2017 08:12:58 MDT,Mike Arthur,National Headquarters (Do not affiliate with Shelters),09/09/2017 15:21:23 MDT
163266,420748,17340,Kentucky Region,ARC,ARC Managed,,Perry County Senior Citizens Center,General,,NO,,3000,150,75,,Closed,B,354 Perry Park Road,,,HAZARD,KY,PERRY,41701,7,Perry,YES,354 Perry Park Road,,HAZARD,KY,41701,,,,4,,-83.206082,37.274684,897.04,NO,NO,,,,,,6/8/16,06/08/2016 00:00:00 MDT,NO,,Either,,,,NO,,,,,David Heinz,06/08/2016 00:00:00 MDT,Emerson Varney,04/26/2017 00:00:00 MDT,,,NO,1,,,,,Can be used anytime,,,YES,NO,NO,NO,NO,NO,NO,NO,,,,YES,YES,NO,YES,YES,YES,,YES,,YES,0,,,,4,2,,,,,,,,,,,YES,NO,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,50,150,,200,,NO,YES,YES,YES,,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,0,,,,,,,,0,0,,,,YES,,YES,NO,NO,YES,NO,NO,,,,,,,boyd varney,Kentucky Region,04/26/2017 10:03:46 MDT,boyd varney,Kentucky Region,04/26/2017 10:40:01 MDT
163378,420748,17340,Kentucky Region,ARC,ARC Managed,,Crofton Tornado Shelter,General,,NO,,1554,77,38,City Hall,Closed,B,13511 Old Madisonville Road,,,CROFTON,KY,CHRISTIAN,42217,,Christian Co.,NO,P.O. Box 243,,CROFTON,KY,42217,2704245111,,,4,,-87.486629,37.057041,,,,,,"New Facility with outside cameras, and radios to contact EOC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,YES,NO,NO,NO,1,NO,,NO,,,YES,,YES,manual,,,,2,,,,5,1,,,,,,,,,,,,YES,north side of bldg,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,,80,"10 tables, 80 chairs, warming kitchen no vents",YES,YES,YES,YES,Accesible-3   Van Accessible-1,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,"will look into AED, FA kit and access table",,,,,,,,,,,,,,,YES,,YES,,,,,,,,,,,,Kathy Hayes,Kentucky Region,05/11/2017 12:30:01 MDT,Jeremy Blansett,Kentucky Region,12/20/2017 11:47:55 MST
163379,420748,17340,Kentucky Region,ARC,ARC Managed,,Croft Building,General,Next to Crofton Tornado Shelter,NO,,1334,66,33,City Hall,Closed,B,13735 Old Madisonville Rd,,,CROFTON,KY,CHRISTIAN,42217,,Christian Co.,NO,P.O. Box 243,,CROFTON,KY,42217,2704245111,,,4,,-87.486788,37.05098,,,,,"Exit of Pennyrile Parkway (I69)- West towards Crofton, 1/4 Mile turn right on Old Madisonville Rd. 1/2 mile on left. Same parking lot as Tornado Shelter",Next to the Crofton Tornado Shelter building.,YES,,4/13/18,04/13/2018 00:00:00 MDT,YES,,Either,,,Linda,,,,,,Kathy Hayes,04/13/2018 00:00:00 MDT,Dawn Carty,06/26/2018 00:00:00 MDT,,,YES,1,,,,,"Office, board room, VFD (depending)",,,NO,NO,NO,NO,NO,YES,NO,NO,,,,YES,NO,NO,YES,,,,,,,,,,,2,1,,,,,,,,,,,NO,NO,,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,70,,,,,YES,YES,NO,NO,,YES,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,Front concrete slab elevated from gravel parking area,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,NO,,NO,NO,,Kathy Hayes,Kentucky Region,05/11/2017 12:39:05 MDT,Dawn Carty,Kentucky Region,06/26/2018 14:00:29 MDT
163421,420748,17340,Kentucky Region,ARC,ARC Managed,,Tilton Fire Department,General,,NO,,1740,120,60,,Closed,B,8511 Mt. Sterling Road,,,FLEMINGSBURG,KY,FLEMING,41041,7,,NO,8511 Mt. Sterling Road,,FLEMINGSBURG,KY,41041,,,,4,,-0.241746,52.504975,,NO,NO,,,,,,4/25/17,04/25/2017 00:00:00 MDT,NO,,Either,,,,,,,,,Trissia Scott/Kathy Burnette,04/25/2017 00:00:00 MDT,Emerson Varney,05/23/2017 00:00:00 MDT,TRISSIA SCOTT/KATHY BURNETTE,04/25/2017 00:00:00 MDT,,1,,,,,,,,NO,YES,NO,NO,NO,NO,NO,NO,2,,,NO,,,YES,YES,YES,,YES,,YES,2,,,,2,,,,,,,,,,,,,,,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,boyd varney,Kentucky Region,05/23/2017 07:40:25 MDT,boyd varney,Kentucky Region,05/23/2017 07:48:35 MDT
